Employee_ID,Employee_type,department,stress_level,dept_avg_stress,risk_status
HCP-02504,"Laboratory Technician",Laboratory,8,7.00,"high risk"
HCP-02125,"Laboratory Technician",Laboratory,8,7.00,"high risk"
HCP-00002,"Laboratory Technician",Laboratory,8,7.00,"high risk"
HCP-04581,"Laboratory Technician",Laboratory,8,7.00,"high risk"
HCP-04766,"Laboratory Technician",Laboratory,8,7.00,"high risk"
HCP-02907,"Laboratory Technician",Laboratory,8,7.00,"high risk"
HCP-03574,"Laboratory Technician",Laboratory,8,7.00,"high risk"
HCP-04510,"Laboratory Technician",Laboratory,8,7.00,"high risk"
HCP-03883,"Laboratory Technician",Laboratory,8,7.00,"high risk"
HCP-00697,"Critical Care Nurse",ICU,9,8.01,"high risk"
HCP-02095,"Critical Care Nurse",ICU,9,8.01,"high risk"
HCP-00909,"Critical Care Nurse",ICU,9,8.01,"high risk"
HCP-02425,"Critical Care Nurse",ICU,9,8.01,"high risk"
HCP-01838,"Critical Care Nurse",ICU,9,8.01,"high risk"
HCP-02401,"Critical Care Nurse",ICU,9,8.01,"high risk"
HCP-00872,"Critical Care Nurse",ICU,9,8.01,"high risk"
HCP-00618,"Critical Care Nurse",ICU,9,8.01,"high risk"
HCP-00380,"Critical Care Nurse",ICU,9,8.01,"high risk"
HCP-02376,"Critical Care Nurse",ICU,9,8.01,"high risk"
HCP-00691,"Critical Care Nurse",ICU,9,8.01,"high risk"
HCP-02363,"Critical Care Nurse",ICU,9,8.01,"high risk"
HCP-01285,"Critical Care Nurse",ICU,9,8.01,"high risk"
HCP-00405,"Critical Care Nurse",ICU,9,8.01,"high risk"
HCP-00828,"Critical Care Nurse",ICU,9,8.01,"high risk"
HCP-00411,"Critical Care Nurse",ICU,9,8.01,"high risk"
HCP-00682,"Critical Care Nurse",ICU,9,8.01,"high risk"
HCP-00417,"Critical Care Nurse",ICU,9,8.01,"high risk"
HCP-02331,"Critical Care Nurse",ICU,9,8.01,"high risk"
HCP-02001,"Critical Care Nurse",ICU,9,8.01,"high risk"
HCP-04236,"Critical Care Nurse",ICU,9,8.01,"high risk"
HCP-03758,"Critical Care Nurse",ICU,9,8.01,"high risk"
HCP-03967,"Critical Care Nurse",ICU,9,8.01,"high risk"
HCP-04875,"Critical Care Nurse",ICU,9,8.01,"high risk"
HCP-00251,"Critical Care Nurse",ICU,9,8.01,"high risk"
HCP-01731,"Critical Care Nurse",ICU,9,8.01,"high risk"
HCP-00709,"Critical Care Nurse",ICU,9,8.01,"high risk"
HCP-03531,"Critical Care Nurse",ICU,9,8.01,"high risk"
HCP-02558,"Critical Care Nurse",ICU,9,8.01,"high risk"
HCP-01040,"Critical Care Nurse",ICU,9,8.01,"high risk"
HCP-00715,"Critical Care Nurse",ICU,9,8.01,"high risk"
HCP-03935,"Critical Care Nurse",ICU,9,8.01,"high risk"
HCP-02825,"Critical Care Nurse",ICU,9,8.01,"high risk"
HCP-01043,"Critical Care Nurse",ICU,9,8.01,"high risk"
HCP-03773,"Critical Care Nurse",ICU,9,8.01,"high risk"
HCP-02566,"Critical Care Nurse",ICU,9,8.01,"high risk"
HCP-04632,"Critical Care Nurse",ICU,9,8.01,"high risk"
HCP-00237,"Critical Care Nurse",ICU,9,8.01,"high risk"
HCP-03836,"Critical Care Nurse",ICU,9,8.01,"high risk"
HCP-01263,"Critical Care Nurse",ICU,9,8.01,"high risk"
HCP-03764,"Critical Care Nurse",ICU,9,8.01,"high risk"
HCP-02597,"Critical Care Nurse",ICU,9,8.01,"high risk"
HCP-00217,"Critical Care Nurse",ICU,9,8.01,"high risk"
HCP-03973,"Critical Care Nurse",ICU,9,8.01,"high risk"
HCP-04917,"Critical Care Nurse",ICU,9,8.01,"high risk"
HCP-04648,"Critical Care Nurse",ICU,9,8.01,"high risk"
HCP-01395,"Critical Care Nurse",ICU,9,8.01,"high risk"
HCP-02794,"Critical Care Nurse",ICU,9,8.01,"high risk"
HCP-02608,"Critical Care Nurse",ICU,9,8.01,"high risk"
HCP-00145,"Critical Care Nurse",ICU,9,8.01,"high risk"
HCP-02620,"Critical Care Nurse",ICU,9,8.01,"high risk"
HCP-01163,"Critical Care Nurse",ICU,9,8.01,"high risk"
HCP-01658,"Critical Care Nurse",ICU,9,8.01,"high risk"
HCP-01632,"Critical Care Nurse",ICU,9,8.01,"high risk"
HCP-00488,"Critical Care Nurse",ICU,9,8.01,"high risk"
HCP-02676,"Critical Care Nurse",ICU,9,8.01,"high risk"
HCP-02681,"Critical Care Nurse",ICU,9,8.01,"high risk"
HCP-00639,"Critical Care Nurse",ICU,9,8.01,"high risk"
HCP-04491,"Critical Care Nurse",ICU,9,8.01,"high risk"
HCP-00580,"Critical Care Nurse",ICU,9,8.01,"high risk"
HCP-01182,"Critical Care Nurse",ICU,9,8.01,"high risk"
HCP-03191,"Critical Care Nurse",ICU,9,8.01,"high risk"
HCP-03304,"Critical Care Nurse",ICU,9,8.01,"high risk"
HCP-04155,"Critical Care Nurse",ICU,9,8.01,"high risk"
HCP-02615,"Critical Care Nurse",ICU,9,8.01,"high risk"
HCP-01359,"Critical Care Nurse",ICU,9,8.01,"high risk"
HCP-00930,"Critical Care Nurse",ICU,9,8.01,"high risk"
HCP-01805,"Critical Care Nurse",ICU,9,8.01,"high risk"
HCP-04963,"Critical Care Nurse",ICU,9,8.01,"high risk"
HCP-04642,"Critical Care Nurse",ICU,9,8.01,"high risk"
HCP-00742,"Critical Care Nurse",ICU,9,8.01,"high risk"
HCP-01804,"Critical Care Nurse",ICU,9,8.01,"high risk"
HCP-01119,"Critical Care Nurse",ICU,9,8.01,"high risk"
HCP-02451,"Critical Care Nurse",ICU,9,8.01,"high risk"
HCP-00941,"Critical Care Nurse",ICU,9,8.01,"high risk"
HCP-02454,"Critical Care Nurse",ICU,9,8.01,"high risk"
HCP-04865,"Critical Care Nurse",ICU,9,8.01,"high risk"
HCP-03975,"Critical Care Nurse",ICU,9,8.01,"high risk"
HCP-01779,"Critical Care Nurse",ICU,9,8.01,"high risk"
HCP-00965,"Critical Care Nurse",ICU,9,8.01,"high risk"
HCP-02481,"Critical Care Nurse",ICU,9,8.01,"high risk"
HCP-01347,"Critical Care Nurse",ICU,9,8.01,"high risk"
HCP-02491,"Critical Care Nurse",ICU,9,8.01,"high risk"
HCP-02848,"Critical Care Nurse",ICU,9,8.01,"high risk"
HCP-03639,"Critical Care Nurse",ICU,9,8.01,"high risk"
HCP-03709,"Critical Care Nurse",ICU,9,8.01,"high risk"
HCP-04693,"Critical Care Nurse",ICU,9,8.01,"high risk"
HCP-04616,"Critical Care Nurse",ICU,9,8.01,"high risk"
HCP-04794,"Critical Care Nurse",ICU,9,8.01,"high risk"
HCP-04221,"Critical Care Nurse",ICU,9,8.01,"high risk"
HCP-00289,"Critical Care Nurse",ICU,9,8.01,"high risk"
HCP-04796,"Critical Care Nurse",ICU,9,8.01,"high risk"
HCP-02207,"Critical Care Nurse",ICU,9,8.01,"high risk"
HCP-00981,"Critical Care Nurse",ICU,9,8.01,"high risk"
HCP-02523,"Critical Care Nurse",ICU,9,8.01,"high risk"
HCP-00993,"Critical Care Nurse",ICU,9,8.01,"high risk"
HCP-03121,"Critical Care Nurse",ICU,9,8.01,"high risk"
HCP-04019,"Critical Care Nurse",ICU,9,8.01,"high risk"
HCP-04419,"Critical Care Nurse",ICU,9,8.01,"high risk"
HCP-03069,"Critical Care Nurse",ICU,9,8.01,"high risk"
HCP-03066,"Critical Care Nurse",ICU,9,8.01,"high risk"
HCP-03461,"Critical Care Nurse",ICU,9,8.01,"high risk"
HCP-01228,"Critical Care Nurse",ICU,9,8.01,"high risk"
HCP-03061,"Critical Care Nurse",ICU,9,8.01,"high risk"
HCP-04600,"Critical Care Nurse",ICU,9,8.01,"high risk"
HCP-00023,"Critical Care Nurse",ICU,9,8.01,"high risk"
HCP-01911,"Critical Care Nurse",ICU,9,8.01,"high risk"
HCP-03608,"Critical Care Nurse",ICU,9,8.01,"high risk"
HCP-00037,"Critical Care Nurse",ICU,9,8.01,"high risk"
HCP-03703,"Critical Care Nurse",ICU,9,8.01,"high risk"
HCP-03053,"Critical Care Nurse",ICU,9,8.01,"high risk"
HCP-00045,"Critical Care Nurse",ICU,9,8.01,"high risk"
HCP-03036,"Critical Care Nurse",ICU,9,8.01,"high risk"
HCP-00086,"Critical Care Nurse",ICU,9,8.01,"high risk"
HCP-02726,"Critical Care Nurse",ICU,9,8.01,"high risk"
HCP-04296,"Critical Care Nurse",ICU,9,8.01,"high risk"
HCP-03024,"Critical Care Nurse",ICU,9,8.01,"high risk"
HCP-03013,"Critical Care Nurse",ICU,9,8.01,"high risk"
HCP-04567,"Critical Care Nurse",ICU,9,8.01,"high risk"
HCP-03012,"Critical Care Nurse",ICU,9,8.01,"high risk"
HCP-00103,"Critical Care Nurse",ICU,9,8.01,"high risk"
HCP-02310,"Critical Care Nurse",ICU,9,8.01,"high risk"
HCP-00503,"Critical Care Nurse",ICU,9,8.01,"high risk"
HCP-03003,"Critical Care Nurse",ICU,9,8.01,"high risk"
HCP-02998,"Critical Care Nurse",ICU,9,8.01,"high risk"
HCP-01142,"Critical Care Nurse",ICU,9,8.01,"high risk"
HCP-00644,"Critical Care Nurse",ICU,9,8.01,"high risk"
HCP-04738,"Critical Care Nurse",ICU,9,8.01,"high risk"
HCP-01309,"Critical Care Nurse",ICU,9,8.01,"high risk"
HCP-02713,"Critical Care Nurse",ICU,9,8.01,"high risk"
HCP-01602,"Critical Care Nurse",ICU,9,8.01,"high risk"
HCP-03549,"Critical Care Nurse",ICU,9,8.01,"high risk"
HCP-04095,"Critical Care Nurse",ICU,9,8.01,"high risk"
HCP-01384,"Critical Care Nurse",ICU,9,8.01,"high risk"
HCP-02963,"Critical Care Nurse",ICU,9,8.01,"high risk"
HCP-03544,"Critical Care Nurse",ICU,9,8.01,"high risk"
HCP-01937,"Critical Care Nurse",ICU,9,8.01,"high risk"
HCP-03805,"Critical Care Nurse",ICU,9,8.01,"high risk"
HCP-04061,"Critical Care Nurse",ICU,9,8.01,"high risk"
HCP-00784,"Critical Care Nurse",ICU,9,8.01,"high risk"
HCP-00783,"Critical Care Nurse",ICU,9,8.01,"high risk"
HCP-02106,"Critical Care Nurse",ICU,9,8.01,"high risk"
HCP-01130,"Critical Care Nurse",ICU,9,8.01,"high risk"
HCP-02286,"Critical Care Nurse",ICU,9,8.01,"high risk"
HCP-03864,"Critical Care Nurse",ICU,9,8.01,"high risk"
HCP-04289,"Critical Care Nurse",ICU,9,8.01,"high risk"
HCP-04198,"Critical Care Nurse",ICU,9,8.01,"high risk"
HCP-00123,"Critical Care Nurse",ICU,9,8.01,"high risk"
HCP-03997,"Critical Care Nurse",ICU,9,8.01,"high risk"
HCP-02921,"Critical Care Nurse",ICU,9,8.01,"high risk"
HCP-02910,"Critical Care Nurse",ICU,9,8.01,"high risk"
HCP-01421,"Critical Care Nurse",ICU,9,8.01,"high risk"
HCP-02909,"Critical Care Nurse",ICU,9,8.01,"high risk"
HCP-04397,"Critical Care Nurse",ICU,9,8.01,"high risk"
HCP-02898,"Critical Care Nurse",ICU,9,8.01,"high risk"
HCP-03695,"Critical Care Nurse",ICU,9,8.01,"high risk"
HCP-02891,"Critical Care Nurse",ICU,9,8.01,"high risk"
HCP-02698,"Critical Care Nurse",ICU,9,8.01,"high risk"
HCP-02881,"Critical Care Nurse",ICU,9,8.01,"high risk"
HCP-00181,"Critical Care Nurse",ICU,9,8.01,"high risk"
HCP-04105,"Critical Care Nurse",ICU,9,8.01,"high risk"
HCP-01204,"Critical Care Nurse",ICU,9,8.01,"high risk"
HCP-04006,"Critical Care Nurse",ICU,9,8.01,"high risk"
HCP-01526,"Critical Care Nurse",ICU,9,8.01,"high risk"
HCP-01614,"Critical Care Nurse",ICU,9,8.01,"high risk"
HCP-02862,"Critical Care Nurse",ICU,9,8.01,"high risk"
HCP-04790,"Critical Care Nurse",ICU,9,8.01,"high risk"
HCP-02068,"Critical Care Nurse",ICU,9,8.01,"high risk"
HCP-01531,"Critical Care Nurse",ICU,9,8.01,"high risk"
HCP-02101,"Radiology Technician",Radiology,8,7.05,"high risk"
HCP-01123,"Radiology Technician",Radiology,8,7.05,"high risk"
HCP-01118,"Radiology Technician",Radiology,8,7.05,"high risk"
HCP-02263,"Radiology Technician",Radiology,8,7.05,"high risk"
HCP-01104,"Radiology Technician",Radiology,8,7.05,"high risk"
HCP-02129,"Radiology Technician",Radiology,8,7.05,"high risk"
HCP-03439,"Radiology Technician",Radiology,8,7.05,"high risk"
HCP-01351,"Radiology Technician",Radiology,8,7.05,"high risk"
HCP-01855,"Radiology Technician",Radiology,8,7.05,"high risk"
HCP-01084,"Radiology Technician",Radiology,8,7.05,"high risk"
HCP-00490,"Radiology Technician",Radiology,8,7.05,"high risk"
HCP-00183,"Radiology Technician",Radiology,8,7.05,"high risk"
HCP-00368,"Radiology Technician",Radiology,8,7.05,"high risk"
HCP-01663,"Radiology Technician",Radiology,8,7.05,"high risk"
HCP-04059,"Radiology Technician",Radiology,8,7.05,"high risk"
HCP-00749,"Radiology Technician",Radiology,8,7.05,"high risk"
HCP-01473,"Radiology Technician",Radiology,8,7.05,"high risk"
HCP-02622,"Radiology Technician",Radiology,8,7.05,"high risk"
HCP-03392,"Radiology Technician",Radiology,8,7.05,"high risk"
HCP-03393,"Radiology Technician",Radiology,8,7.05,"high risk"
HCP-01410,"Radiology Technician",Radiology,8,7.05,"high risk"
HCP-02120,"Radiology Technician",Radiology,8,7.05,"high risk"
HCP-02237,"Radiology Technician",Radiology,8,7.05,"high risk"
HCP-01061,"Radiology Technician",Radiology,8,7.05,"high risk"
HCP-01686,"Radiology Technician",Radiology,8,7.05,"high risk"
HCP-02572,"Radiology Technician",Radiology,8,7.05,"high risk"
HCP-01469,"Radiology Technician",Radiology,8,7.05,"high risk"
HCP-00246,"Radiology Technician",Radiology,8,7.05,"high risk"
HCP-02383,"Radiology Technician",Radiology,8,7.05,"high risk"
HCP-01736,"Radiology Technician",Radiology,8,7.05,"high risk"
HCP-02382,"Radiology Technician",Radiology,8,7.05,"high risk"
HCP-00184,"Radiology Technician",Radiology,8,7.05,"high risk"
HCP-00997,"Radiology Technician",Radiology,8,7.05,"high risk"
HCP-00575,"Radiology Technician",Radiology,8,7.05,"high risk"
HCP-00281,"Radiology Technician",Radiology,8,7.05,"high risk"
HCP-02187,"Radiology Technician",Radiology,8,7.05,"high risk"
HCP-00685,"Radiology Technician",Radiology,8,7.05,"high risk"
HCP-00923,"Radiology Technician",Radiology,8,7.05,"high risk"
HCP-01231,"Radiology Technician",Radiology,8,7.05,"high risk"
HCP-01241,"Radiology Technician",Radiology,8,7.05,"high risk"
HCP-00081,"Radiology Technician",Radiology,8,7.05,"high risk"
HCP-01376,"Radiology Technician",Radiology,8,7.05,"high risk"
HCP-00054,"Radiology Technician",Radiology,8,7.05,"high risk"
HCP-00397,"Radiology Technician",Radiology,8,7.05,"high risk"
HCP-00402,"Radiology Technician",Radiology,8,7.05,"high risk"
HCP-00409,"Radiology Technician",Radiology,8,7.05,"high risk"
HCP-00826,"Radiology Technician",Radiology,8,7.05,"high risk"
HCP-00808,"Radiology Technician",Radiology,8,7.05,"high risk"
HCP-02321,"Radiology Technician",Radiology,8,7.05,"high risk"
HCP-00552,"Radiology Technician",Radiology,8,7.05,"high risk"
HCP-00454,"Radiology Technician",Radiology,8,7.05,"high risk"
HCP-01554,"Radiology Technician",Radiology,8,7.05,"high risk"
HCP-00632,"Radiology Technician",Radiology,8,7.05,"high risk"
HCP-00768,"Radiology Technician",Radiology,8,7.05,"high risk"
HCP-04972,"Radiology Technician",Radiology,8,7.05,"high risk"
HCP-04554,"Radiology Technician",Radiology,8,7.05,"high risk"
HCP-04937,"Radiology Technician",Radiology,8,7.05,"high risk"
HCP-03494,"Radiology Technician",Radiology,8,7.05,"high risk"
HCP-04528,"Radiology Technician",Radiology,8,7.05,"high risk"
HCP-03878,"Radiology Technician",Radiology,8,7.05,"high risk"
HCP-04900,"Radiology Technician",Radiology,8,7.05,"high risk"
HCP-04886,"Radiology Technician",Radiology,8,7.05,"high risk"
HCP-04234,"Radiology Technician",Radiology,8,7.05,"high risk"
HCP-04262,"Radiology Technician",Radiology,8,7.05,"high risk"
HCP-04385,"Radiology Technician",Radiology,8,7.05,"high risk"
HCP-04859,"Radiology Technician",Radiology,8,7.05,"high risk"
HCP-03687,"Radiology Technician",Radiology,8,7.05,"high risk"
HCP-02755,"Radiology Technician",Radiology,8,7.05,"high risk"
HCP-04810,"Radiology Technician",Radiology,8,7.05,"high risk"
HCP-02926,"Radiology Technician",Radiology,8,7.05,"high risk"
HCP-04471,"Radiology Technician",Radiology,8,7.05,"high risk"
HCP-02843,"Radiology Technician",Radiology,8,7.05,"high risk"
HCP-04788,"Radiology Technician",Radiology,8,7.05,"high risk"
HCP-04755,"Radiology Technician",Radiology,8,7.05,"high risk"
HCP-02854,"Radiology Technician",Radiology,8,7.05,"high risk"
HCP-04314,"Radiology Technician",Radiology,8,7.05,"high risk"
HCP-02861,"Radiology Technician",Radiology,8,7.05,"high risk"
HCP-03780,"Radiology Technician",Radiology,8,7.05,"high risk"
HCP-02873,"Radiology Technician",Radiology,8,7.05,"high risk"
HCP-03076,"Radiology Technician",Radiology,8,7.05,"high risk"
HCP-03116,"Radiology Technician",Radiology,8,7.05,"high risk"
HCP-03167,"Radiology Technician",Radiology,8,7.05,"high risk"
HCP-03192,"Radiology Technician",Radiology,8,7.05,"high risk"
HCP-02882,"Radiology Technician",Radiology,8,7.05,"high risk"
HCP-03198,"Radiology Technician",Radiology,8,7.05,"high risk"
HCP-04672,"Radiology Technician",Radiology,8,7.05,"high risk"
HCP-03207,"Radiology Technician",Radiology,8,7.05,"high risk"
HCP-04649,"Radiology Technician",Radiology,8,7.05,"high risk"
HCP-03249,"Radiology Technician",Radiology,8,7.05,"high risk"
HCP-01159,"Radiology Technician",Radiology,8,7.05,"high risk"
HCP-02785,"Radiology Technician",Radiology,8,7.05,"high risk"
HCP-01149,"Radiology Technician",Radiology,8,7.05,"high risk"
HCP-03407,"Radiology Technician",Radiology,8,7.05,"high risk"
HCP-00089,"Radiology Technician",Radiology,8,7.05,"high risk"
HCP-01146,"Radiology Technician",Radiology,8,7.05,"high risk"
HCP-00113,"Radiology Technician",Radiology,8,7.05,"high risk"
HCP-00122,"Radiology Technician",Radiology,8,7.05,"high risk"
HCP-04441,"Radiology Technician",Radiology,8,7.05,"high risk"
HCP-04621,"Radiology Technician",Radiology,8,7.05,"high risk"
HCP-04620,"Radiology Technician",Radiology,8,7.05,"high risk"
HCP-04618,"Radiology Technician",Radiology,8,7.05,"high risk"
HCP-04065,"Radiology Technician",Radiology,8,7.05,"high risk"
HCP-04604,"Pediatric Nurse",Pediatrics,8,7.39,"high risk"
HCP-03195,"Pediatric Nurse",Pediatrics,8,7.39,"high risk"
HCP-03998,"Pediatric Nurse",Pediatrics,8,7.39,"high risk"
HCP-03678,"Pediatric Nurse",Pediatrics,8,7.39,"high risk"
HCP-01129,"Pediatric Nurse",Pediatrics,8,7.39,"high risk"
HCP-03307,"Pediatric Nurse",Pediatrics,8,7.39,"high risk"
HCP-02579,"Pediatric Nurse",Pediatrics,8,7.39,"high risk"
HCP-03299,"Pediatric Nurse",Pediatrics,8,7.39,"high risk"
HCP-01637,"Pediatric Nurse",Pediatrics,8,7.39,"high risk"
HCP-01561,"Pediatric Nurse",Pediatrics,8,7.39,"high risk"
HCP-00366,"Pediatric Nurse",Pediatrics,8,7.39,"high risk"
HCP-01659,"Pediatric Nurse",Pediatrics,8,7.39,"high risk"
HCP-04227,"Pediatric Nurse",Pediatrics,8,7.39,"high risk"
HCP-03834,"Pediatric Nurse",Pediatrics,8,7.39,"high risk"
HCP-03831,"Pediatric Nurse",Pediatrics,8,7.39,"high risk"
HCP-02975,"Pediatric Nurse",Pediatrics,8,7.39,"high risk"
HCP-04335,"Pediatric Nurse",Pediatrics,8,7.39,"high risk"
HCP-04242,"Pediatric Nurse",Pediatrics,8,7.39,"high risk"
HCP-01486,"Pediatric Nurse",Pediatrics,8,7.39,"high risk"
HCP-04466,"Pediatric Nurse",Pediatrics,8,7.39,"high risk"
HCP-04843,"Pediatric Nurse",Pediatrics,8,7.39,"high risk"
HCP-02653,"Pediatric Nurse",Pediatrics,8,7.39,"high risk"
HCP-03358,"Pediatric Nurse",Pediatrics,8,7.39,"high risk"
HCP-03487,"Pediatric Nurse",Pediatrics,8,7.39,"high risk"
HCP-03613,"Pediatric Nurse",Pediatrics,8,7.39,"high risk"
HCP-03680,"Pediatric Nurse",Pediatrics,8,7.39,"high risk"
HCP-02835,"Pediatric Nurse",Pediatrics,8,7.39,"high risk"
HCP-00178,"Pediatric Nurse",Pediatrics,8,7.39,"high risk"
HCP-00064,"Pediatric Nurse",Pediatrics,8,7.39,"high risk"
HCP-02684,"Pediatric Nurse",Pediatrics,8,7.39,"high risk"
HCP-00361,"Pediatric Nurse",Pediatrics,8,7.39,"high risk"
HCP-00747,"Pediatric Nurse",Pediatrics,8,7.39,"high risk"
HCP-02090,"Pediatric Nurse",Pediatrics,8,7.39,"high risk"
HCP-01077,"Pediatric Nurse",Pediatrics,8,7.39,"high risk"
HCP-01499,"Pediatric Nurse",Pediatrics,8,7.39,"high risk"
HCP-01291,"Pediatric Nurse",Pediatrics,8,7.39,"high risk"
HCP-00640,"Pediatric Nurse",Pediatrics,8,7.39,"high risk"
HCP-02850,"Pediatric Nurse",Pediatrics,8,7.39,"high risk"
HCP-01492,"Pediatric Nurse",Pediatrics,8,7.39,"high risk"
HCP-01671,"Pediatric Nurse",Pediatrics,8,7.39,"high risk"
HCP-03970,"Pediatric Nurse",Pediatrics,8,7.39,"high risk"
HCP-03652,"Pediatric Nurse",Pediatrics,8,7.39,"high risk"
HCP-02971,"Pediatric Nurse",Pediatrics,8,7.39,"high risk"
HCP-01069,"Pediatric Nurse",Pediatrics,8,7.39,"high risk"
HCP-00894,"Pediatric Nurse",Pediatrics,8,7.39,"high risk"
HCP-00910,"Pediatric Nurse",Pediatrics,8,7.39,"high risk"
HCP-01803,"Pediatric Nurse",Pediatrics,8,7.39,"high risk"
HCP-00567,"Pediatric Nurse",Pediatrics,8,7.39,"high risk"
HCP-04824,"Pediatric Nurse",Pediatrics,8,7.39,"high risk"
HCP-01056,"Pediatric Nurse",Pediatrics,8,7.39,"high risk"
HCP-04671,"Pediatric Nurse",Pediatrics,8,7.39,"high risk"
HCP-02841,"Pediatric Nurse",Pediatrics,8,7.39,"high risk"
HCP-01505,"Pediatric Nurse",Pediatrics,8,7.39,"high risk"
HCP-01924,"Pediatric Nurse",Pediatrics,8,7.39,"high risk"
HCP-02338,"Pediatric Nurse",Pediatrics,8,7.39,"high risk"
HCP-02725,"Pediatric Nurse",Pediatrics,8,7.39,"high risk"
HCP-00224,"Pediatric Nurse",Pediatrics,8,7.39,"high risk"
HCP-01288,"Pediatric Nurse",Pediatrics,8,7.39,"high risk"
HCP-00349,"Pediatric Nurse",Pediatrics,8,7.39,"high risk"
HCP-01461,"Pediatric Nurse",Pediatrics,8,7.39,"high risk"
HCP-03977,"Pediatric Nurse",Pediatrics,8,7.39,"high risk"
HCP-03615,"Pediatric Nurse",Pediatrics,8,7.39,"high risk"
HCP-00956,"Pediatric Nurse",Pediatrics,8,7.39,"high risk"
HCP-03187,"Pediatric Nurse",Pediatrics,8,7.39,"high risk"
HCP-02714,"Pediatric Nurse",Pediatrics,8,7.39,"high risk"
HCP-02925,"Pediatric Nurse",Pediatrics,8,7.39,"high risk"
HCP-04007,"Pediatric Nurse",Pediatrics,8,7.39,"high risk"
HCP-02437,"Pediatric Nurse",Pediatrics,8,7.39,"high risk"
HCP-04918,"Pediatric Nurse",Pediatrics,8,7.39,"high risk"
HCP-01487,"Pediatric Nurse",Pediatrics,8,7.39,"high risk"
HCP-00546,"Pediatric Nurse",Pediatrics,8,7.39,"high risk"
HCP-04280,"Pediatric Nurse",Pediatrics,8,7.39,"high risk"
HCP-04339,"Pediatric Nurse",Pediatrics,8,7.39,"high risk"
HCP-03293,"Pediatric Nurse",Pediatrics,8,7.39,"high risk"
HCP-04957,"Pediatric Nurse",Pediatrics,8,7.39,"high risk"
HCP-00001,"Pediatric Nurse",Pediatrics,8,7.39,"high risk"
HCP-01267,"Pediatric Nurse",Pediatrics,8,7.39,"high risk"
HCP-04377,"Pediatric Nurse",Pediatrics,8,7.39,"high risk"
HCP-00661,"Pediatric Nurse",Pediatrics,8,7.39,"high risk"
HCP-02200,"Pediatric Nurse",Pediatrics,8,7.39,"high risk"
HCP-04264,"Pediatric Nurse",Pediatrics,8,7.39,"high risk"
HCP-00244,"Pediatric Nurse",Pediatrics,8,7.39,"high risk"
HCP-00554,"Medical Assistant","Outpatient Services",8,7.39,"high risk"
HCP-00840,"Medical Assistant","Outpatient Services",8,7.39,"high risk"
HCP-02601,"Medical Assistant","Outpatient Services",8,7.39,"high risk"
HCP-02593,"Medical Assistant","Outpatient Services",8,7.39,"high risk"
HCP-00230,"Medical Assistant","Outpatient Services",8,7.39,"high risk"
HCP-01364,"Medical Assistant","Outpatient Services",8,7.39,"high risk"
HCP-02586,"Medical Assistant","Outpatient Services",8,7.39,"high risk"
HCP-02585,"Medical Assistant","Outpatient Services",8,7.39,"high risk"
HCP-02578,"Medical Assistant","Outpatient Services",8,7.39,"high risk"
HCP-00239,"Medical Assistant","Outpatient Services",8,7.39,"high risk"
HCP-00055,"Medical Assistant","Outpatient Services",8,7.39,"high risk"
HCP-00278,"Medical Assistant","Outpatient Services",8,7.39,"high risk"
HCP-01269,"Medical Assistant","Outpatient Services",8,7.39,"high risk"
HCP-00009,"Medical Assistant","Outpatient Services",8,7.39,"high risk"
HCP-04994,"Medical Assistant","Outpatient Services",8,7.39,"high risk"
HCP-03449,"Medical Assistant","Outpatient Services",8,7.39,"high risk"
HCP-00188,"Medical Assistant","Outpatient Services",8,7.39,"high risk"
HCP-04988,"Medical Assistant","Outpatient Services",8,7.39,"high risk"
HCP-03438,"Medical Assistant","Outpatient Services",8,7.39,"high risk"
HCP-03473,"Medical Assistant","Outpatient Services",8,7.39,"high risk"
HCP-03426,"Medical Assistant","Outpatient Services",8,7.39,"high risk"
HCP-03372,"Medical Assistant","Outpatient Services",8,7.39,"high risk"
HCP-03339,"Medical Assistant","Outpatient Services",8,7.39,"high risk"
HCP-02631,"Medical Assistant","Outpatient Services",8,7.39,"high risk"
HCP-03324,"Medical Assistant","Outpatient Services",8,7.39,"high risk"
HCP-01509,"Medical Assistant","Outpatient Services",8,7.39,"high risk"
HCP-01226,"Medical Assistant","Outpatient Services",8,7.39,"high risk"
HCP-01517,"Medical Assistant","Outpatient Services",8,7.39,"high risk"
HCP-00170,"Medical Assistant","Outpatient Services",8,7.39,"high risk"
HCP-02644,"Medical Assistant","Outpatient Services",8,7.39,"high risk"
HCP-01250,"Medical Assistant","Outpatient Services",8,7.39,"high risk"
HCP-01183,"Medical Assistant","Outpatient Services",8,7.39,"high risk"
HCP-01557,"Medical Assistant","Outpatient Services",8,7.39,"high risk"
HCP-01363,"Medical Assistant","Outpatient Services",8,7.39,"high risk"
HCP-00094,"Medical Assistant","Outpatient Services",8,7.39,"high risk"
HCP-01173,"Medical Assistant","Outpatient Services",8,7.39,"high risk"
HCP-01171,"Medical Assistant","Outpatient Services",8,7.39,"high risk"
HCP-01571,"Medical Assistant","Outpatient Services",8,7.39,"high risk"
HCP-04334,"Medical Assistant","Outpatient Services",8,7.39,"high risk"
HCP-01578,"Medical Assistant","Outpatient Services",8,7.39,"high risk"
HCP-01155,"Medical Assistant","Outpatient Services",8,7.39,"high risk"
